reynolds,n,t_end,steps,runtime_median_seconds,runtime_min_seconds,runtime_max_seconds,relative_l2,vortex_relative_l2,kinetic_energy_error,divergence_l2,memory_bytes,resolution_status,python_version,numpy_version,processor
10,32,1.0,395,0.8602095000005647,0.8602095000005647,0.8602095000005647,0.004634947983313917,0.00925093051515371,0.0021294219833114525,0.00662464652869987,73728,configured scaling point,3.13.14,2.5.2,
100,64,1.0,789,4.531000999999378,4.531000999999378,4.531000999999378,0.004431667052678301,0.0077795911914739935,0.000777886913612913,0.010413032566508228,294912,configured scaling point,3.13.14,2.5.2,
400,128,1.0,1578,51.99190830000043,51.99190830000043,51.99190830000043,0.004496906712886091,0.007814920493997063,0.00021000754108690955,0.010957146695782289,1179648,configured scaling point,3.13.14,2.5.2,
1000,256,1.0,3156,509.8259999999991,509.8259999999991,509.8259999999991,0.004525720235989553,0.007849243037660367,6.230679493457458e-05,0.011071633429315905,4718592,configured scaling point,3.13.14,2.5.2,
5000,128,1.0,1578,65.50045590000082,65.50045590000082,65.50045590000082,0.004533490516823834,0.00785433039880245,0.00020891056987792922,0.011058923850076586,1179648,measured pilot; grid convergence not established,3.13.14,2.5.2,
